,,Defended,Left alone,Beaten,Edged,Caught,Runout,Stumped,Bowled,LBW,Boundary_bat,Runs_bat,Boundary_extras,R_extras,Catch_drop,Stumping_missed,Runout_missed,Bouncer,Yorker,Overthrow,great_save,poor_fielding,
162,"Ali to Mohammad Rizwan, 2 runs, swept away very fine, more work in the deep for Topley who sprints around and then slides",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,
163,"Ali to Mohammad Rizwan, no run, pushed into midwicket and can't find a gap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,"Ali to Mohammad Rizwan, no run, full outside off, driven to cover inside the circle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165,"Ali to Mohammad Rizwan, no run, full and straight, can't beat midwicket, the pressure keeps building on Pakistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166,"Rashid to Sarfraz Ahmed, 1 run, goes back in the crease and punches down the ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
167,"Rashid to Mohammad Rizwan, no run, pushed into the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,"Rashid to Mohammad Rizwan, no run, on leg stump, tapped away",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169,"Rashid to Mohammad Rizwan, OUT, it had to come, really. The innings was going nowhere. He goes back to try and play through the off side, skids on, gets a bottom edge into the stumps. Deserved reward for Rashid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170,"Rashid to Anwar Ali, no run, very full, dug out back to the bowler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,"Rashid to Anwar Ali, no run, comes forward, drives into the covers, was an easy single but Sarfraz didn't want it. Nearly a run out",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,
172,"Ali to Sarfraz Ahmed, no run, flicked to square leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,"Ali to Sarfraz Ahmed, 1 run, pushed down the ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
174,"Ali to Anwar Ali, no run, leaves this alone as it spins towards leg stump, deflects off the pad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,"Ali to Anwar Ali, no run, leading edge into the off side as he aims to leg, but it lands short of cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,"Ali to Anwar Ali, 1 run, manages to beat the bowler and cover with a drive down the ground",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,"Ali to Sarfraz Ahmed, FOUR, that's a very firmly struck sweep and it's placed perfectly in the gap at deep square",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
178,"Rashid to Anwar Ali, no run, appeal for lbw, looks pretty good as it straightens, but given not out",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
179,"Rashid to Anwar Ali, no run, played into the leg side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
180,"Rashid to Anwar Ali, 1 run, pushed gently into the covers",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
181,"Rashid to Sarfraz Ahmed, no run, dragged down short and slow outside off, but he finds cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
182,"Rashid to Sarfraz Ahmed, 1 run, some good spin there for Rashid, Sarfraz opens the face and plays to cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
183,"Rashid to Anwar Ali, 3 byes, that beats everything...the edge and the keeper as he goes through Buttler's legs for some byes",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
184,"Ali to Anwar Ali, 1 run, flicked through the leg side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
185,"Ali to Sarfraz Ahmed, 1 run, driven from outside off down the ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
186,"Ali to Anwar Ali, 1 leg bye, tickled behind square...pad, I think",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
187,"Ali to Sarfraz Ahmed, no run, played to the leg side, Moeen gets across and fields himself",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
188,"Ali to Sarfraz Ahmed, 1 run, tucked through square leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
189,"Ali to Anwar Ali, FOUR, a bottom edge goes past the stumps, some significant spin for Moeen, aiming to force it off the back foot",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
190,"Topley to Sarfraz Ahmed, 1 leg bye, round the wicket, full outside off, driven to deep cover",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
191,"Topley to Anwar Ali, 1 leg bye, glanced down to long leg",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
192,"Topley to Sarfraz Ahmed, 1 run, angled into the pads again, deflected to long leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
193,"Topley to Anwar Ali, 1 run, fuller, coming in with the angle, takes an inside edge behind square",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
194,"Topley to Sarfraz Ahmed, no run, full at middle and off, dug out into the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
195,"Topley to Sarfraz Ahmed, 1 run, slower ball, some width outside off, driven to deep cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
196,"Ali to Sarfraz Ahmed, 1 run, round the wicket, worked into the leg side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
197,"Ali to Anwar Ali, 1 run, off the pads out to deep midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
198,"Ali to Sarfraz Ahmed, no run, leading edge into the off side aiming for midwicket but it falls safely",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
199,"Ali to Sarfraz Ahmed, 1 run, flicked off the toes to deep midwicket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200,"Ali to Anwar Ali, 1 run, deep into the crease and then nudges to the on side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
201,"Ali to Sarfraz Ahmed, no run, touch shorter, he goes back and drives but picks out cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
202,"Topley to Anwar Ali, no run, full outside off, a slower ball, guided to backward point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203,"Topley to Anwar Ali, no run, clubbed from off stump to mid on",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
204,"Topley to Anwar Ali, 1 run, worked off the pads to long leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
205,"Topley to Sarfraz Ahmed, no run, another slower one, full outside off, dabbed into the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,"Topley to Sarfraz Ahmed, 2 runs, driven sweetly through the covers, nicely onto the front foot, placed wide of the sweeper",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
207,"Topley to Sarfraz Ahmed, 1 run, opens the face and runs it down to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
208,"Ali to Sarfraz Ahmed, no run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
209,"Ali to Sarfraz Ahmed, FOUR, down the track, battered hard and flat over midwicket. That's the way to do it",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
210,"Ali to Sarfraz Ahmed, 4 byes, into position for the sweep, doesn't make contact but Buttler is nutmegged outside the off stump",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
211,"Ali to Sarfraz Ahmed, no run, up onto the toes to defend",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
212,"Ali to Sarfraz Ahmed, 3 runs, crunched into the covers, up on the toes, flashed from way outside leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
213,"Ali to Anwar Ali, no run, round the wicket, onto a good length, worked back to the bowler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,"Topley to Sarfraz Ahmed, no run, slower ball, outside off, bunny-hops through to the keeper with a waft of the bat to send it on its way",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
215,"Topley to Sarfraz Ahmed, 1 run, up to the toes, punched to mid-on, a wild shy comes in",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
216,"Topley to Anwar Ali, no run, on a good length once again",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
217,"Topley to Anwar Ali, 1 run, slower ball, nibbles back in from outside off, nudged down to third man",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
218,"Topley to Sarfraz Ahmed, no run, outside off, fenced out to third man",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
219,"Topley to Sarfraz Ahmed, no run, cunning variations, tight line, impressive work from young Master Topley",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
220,"Ali to Anwar Ali, 2 runs, slapped, that was an attempted drive but it's a fat edge down to third man",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
221,"Ali to Anwar Ali, 1 run, on the toes, clipped to midwicket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
222,"Ali to Sarfraz Ahmed, 1 wide, speared down the leg-side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
223,"Ali to Sarfraz Ahmed, no run, gave himself masses of room and almost couldn't reach his defensive wipe off off stump",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
224,"Ali to Sarfraz Ahmed, 2 runs, punted out to cow corner, picked up on the bounce. It's very flat out there",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
225,"Ali to Sarfraz Ahmed, 1 run, manipulated out to midwicket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
226,"Ali to Anwar Ali, 1 wide, attempted hoick over midwicket, but the intent couldn't match the leg-side line",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
227,"Ali to Anwar Ali, 2 leg byes, very tight on leg stump. Too tight",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
228,"Willey to Sarfraz Ahmed, 1 run, on the pads, worked out to square leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
229,"Willey to Anwar Ali, no run, pushed back onto the stumps, defended into the covers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230,"Willey to Anwar Ali, 1 run, too wide from Willey and Buttler's glove saves a deflected four",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
231,"Willey to Sarfraz Ahmed, 1 run, forward and blocked back down the track",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
232,"Willey to Anwar Ali, no run, cut into the covers, Willey pulls his length back as the batsman advances",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
233,"Willey to Anwar Ali, 1 run, more sound than fury there as a wild leg-side wipe dribbles for a single",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
234,"Ali to Anwar Ali, no run, defended into the leg side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
235,"Ali to Anwar Ali, no run, nurdled to leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
236,"Ali to Anwar Ali, SIX, battered, hard and flat, over long-on! That's the way to keep the hopes alive!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
237,"Ali to Anwar Ali, no run, pushed into the off side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
238,"Ali to Anwar Ali, OUT, smashed into the leg-side once again, but this time it isn't properly timed, a low full toss, and Woakes steadies himself under the lights to extract the obdurate Anwar!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
239,"Ali to Sarfraz Ahmed, 1 run, flicked into the leg-side, another over ticked off",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
240,"Willey to Sarfraz Ahmed, 2 runs, on the pads, worked into the leg-side, Sarfraz continues his lone hand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
241,"Willey to Sarfraz Ahmed, 1 run, teased down to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
242,"Willey to Wahab Riaz, no run, forward and defended",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
243,"Willey to Wahab Riaz, no run, slower ball, Wahab waits and waits and tickles it into the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
244,"Willey to Wahab Riaz, 1 run, slapped up and over the covers, a fraction of room to swing the arms",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
245,"Willey to Sarfraz Ahmed, 2 runs, low full toss, bunted into the leg side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
246,"Ali to Wahab Riaz, no run, a smothered appeal, sliding down leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
247,"Ali to Wahab Riaz, 2 runs, attempted sweep, out to the leg side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
248,"Ali to Wahab Riaz, 1 run, down the track, attempted wipe out to midwicket. It's a successful wipe, insofar as it gets there ... but not especially quickly ...",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
249,"Ali to Sarfraz Ahmed, 1 run",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
250,"Ali to Wahab Riaz, 1 run, defended on the back foot, into the covers",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
251,"Ali to Sarfraz Ahmed, 1 run, big stride forward, slapped into the covers, that is a well-earned fifty for Sarfraz, who has been the difference between defeat and humiliation this evening",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
252,"Willey to Sarfraz Ahmed, no run, short and attempted pull out to midwicket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
253,"Willey to Sarfraz Ahmed, FOUR, clunked through midwicket, finds the gap and this time there's no cutting it off",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
254,"Willey to Sarfraz Ahmed, 1 run, short, and spanked out to midwicket but the sweeper is in place to gather this one",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
255,"Willey to Wahab Riaz, OUT, a wipe across the line, a spiralling top-edge, a simple plop of a catch for Buttler",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256,"Willey to Yasir Shah, 1 run, blocked out to square leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257,"Willey to Sarfraz Ahmed, 2 runs, angled across the right-hander, slapped into the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
258,"Woakes to Yasir Shah, no run, forward and driven to mid-off",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
259,"Woakes to Yasir Shah, 1 run, slower ball, just held back a click, on a good off-stump line. A direct hit would have been out as the single is stolen",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
260,"Woakes to Sarfraz Ahmed, no run, yorker, very full, outside off, through to the keeper",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
261,"Woakes to Sarfraz Ahmed, 2 runs, battered, hard into the covers. Hales intercepts the boundary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
262,"Woakes to Sarfraz Ahmed, 2 runs, sweet timing, a beautiful square drive. A less beautiful full-length dive to make his ground as he comes back for two",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
263,"Woakes to Sarfraz Ahmed, 1 run, thumped out to deep cover again. He's timing it well and seeing it even better",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
264,"Topley to Sarfraz Ahmed, no run, attempted sweep, struck outside the line",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
265,"Topley to Sarfraz Ahmed, no run, round the wicket, another attempted sweep thumps into the front pad. Well outside off stump",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
266,"Topley to Sarfraz Ahmed, 1 run, slower ball, a lot of them about. Wiped out to mid-on",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
267,"Topley to Yasir Shah, no run, nothing doing there",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
268,"Topley to Yasir Shah, FOUR, full toss, walloped on the up and clean through the covers. That will keep the embers glowing!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
269,"Topley to Yasir Shah, 1 run, outside off, dabbed down to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
270,"Woakes to Yasir Shah, 1 run, attractively eased out to square leg for another notch on the scoreboard. Holding the flourish on that leg glance",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
271,"Woakes to Sarfraz Ahmed, 1 run, forward, pushed to cover, Sarfraz is already halfway down so why not make it a run?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
272,"Woakes to Yasir Shah, no run, tidy drive, but straight to the fielder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
273,"Woakes to Yasir Shah, no run, short and through to the keeper",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
274,"Woakes to Yasir Shah, 1 run, slower-ball bouncer, pulled round the corner without much timing",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
275,"Woakes to Sarfraz Ahmed, OUT, lovely line, a cutter, nipping back in as Sarfraz attempts a back-foot drive but is cramped for room by the grip off the surface, and Buttler tidies up",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
276,"Topley to Yasir Shah, SIX, there's six of them! Slower ball, too short, Yasir was anchored on the back foot and that has travelled way over midwicket!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
277,"Topley to Yasir Shah, no run, another big wind-up, but no contact this time, other than ball on thigh pad",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
278,"Topley to Yasir Shah, 1 run, flat-batted into the leg-side again",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
279,"Topley to Mohammad Irfan, no run, thumped into the leg side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
280,"Topley to Mohammad Irfan, OUT, yorker! That's the way to bring down skyscrapers, denotate them at the foundations ... Irfan's timbers tumble, and it's 1-1 with two to play!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
281,"Steyn to RG Sharma,  no run,  gentle outswinger to begin outside the off stump. Rohit thinks of playing it before withdrawing his bat",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,"Steyn to RG Sharma,  no run,  some more swing away from Rohit. On a fuller length and moving towards a sixth-stump line, Rohit times his drive beautifully but straight to cover",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,"Steyn to RG Sharma,  no run,  pulls his length back immediately. On a good length with the same gentle outswing, Rohit flirts at the ball and is beaten",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,"Steyn to RG Sharma,  no run,  a bit too wide from Steyn this time, too full and too wide but Rohit is happy to leave",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,"Steyn to RG Sharma,  no run,  again wider outside off, Rohit watches the swing carefully and shoulders arms.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,"Steyn to RG Sharma,  1 run,  nicely played, pushed wider outside off and Rohit pushes a drive through cover, AB runs around swiftky from mid-off and fires a throw at the non-strikers end. Would have been interesting with a direct hit",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
287,"Rabada to RG Sharma,  no run,  back of a length on middle and off, Rohit plays it watchfully with soft hands towards square leg. Dhawan sets off thinking a single is there on offer and is sent back in time",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
288,"Rabada to RG Sharma,  2 runs,  delectable timing there. Just leans on a drive and pushes the fuller length through cover. Lightning outfield but AB pulls it back",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,"Rabada to RG Sharma,  no run,  good length there. Slightly fuller than a good length outside off, Rohit leaves",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,"Rabada to RG Sharma,  OUT,  cleaned im up. What a strike. What an important strike that is. Too full and Rohit is slightly late on the flick. He is beaten for pace as the ball clips his pads and takes the off stump out. Huge wicket for SA.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,"Rabada to Rahane,  no run,  a bit too full again outside off, Rahane drives to cover with not much feet movement",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,"Rabada to Rahane,  no run,  better stride this time from Rahane. Fuller length towards off stump, Rahane plays a good-looking on drive to mid-on",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,"Steyn to Dhawan,  no run,  excellent delivery, back of a length, hitting the deck hard. Dhawan fends it off awkwardly but the ball lands short of point",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,"Steyn to Dhawan,  1 run,  hmm, not a great run there. Good length on off, Dhawan plays it with soft hands towards cover and calls for the run. Rahane responds immediately and makes a full-length dive too but would have still been interesting with a direct-hit",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
295,"Steyn to Rahane,  no run,  good length, not much swing now. Well outside off though and Rahane gets a good stride forward and leaves",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,"Steyn to Rahane,  no run,  almost a repeat. Just a bit shorter and wide, would have been cut under different circumstances but Rahane watchfully lets it go",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,"Steyn to Rahane,  no run,  good stride again, fuller from Steyn, zoning in on that off stump line. Rahane presents the full face of the bat to block",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,"Steyn to Rahane,  no run,  good length outside off, Rahane puts in a giant front-foot stride to shoulder his arms.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,"Rabada to Dhawan,  no run,  just a little bit of inswing, Good length swinging back in from outside off. Dhawan looks to play his trademark punchy square drive but the movement takes the inside edge to square leg",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,"Rabada to Dhawan,  FOUR,  what a shot! You may not see a better cover drive. Not that full from Rabada but a tad too wide, Dhawan stays in his crease and creams the drive through extra cover",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
301,"Rabada to Dhawan,  no run,  better comeback. Back of a length on middle, Dhawan pats the ball to mid-on",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,"Rabada to Dhawan,  no run,  did that keep low or was Dhawan a bit too late on it? Fullish and wide, Dhawan is beaten on his attempted drive",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,"Rabada to Dhawan,  no run,  nicely bowled again, swinging in on a fullish length but aimed at off and middle, Dhawan plays the ball with the swing to mid-on",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,"Rabada to Dhawan,  no run,  huge appeal, not given. A bit too much doubt maybe. Good length on middle, swinging in and striking Dhawan slightly high in front of middle and leg",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"Steyn to Rahane,  FOUR,  off the mark in a rather stylish method. Full again and swinging away from Rahane who throws his hands at it and gets the ball well over cover. Not much feet movement",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
306,"Steyn to Rahane,  no run,  Steyn immediately corrects himself. Back of a length and closer to off, Rahane prods at it defensively with no feet movement and is comprehensively beaten.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
